order,recipe,repeat_id,source_selection_id,label,image_id,source_path,input_folder,input_filename,output_path,input_sha256,output_sha256
63,messenger_upload_download,rep_01,rtv03_toy_10,toy,16499,data/raw/mini_cure_or/test/16499.jpg,/Users/yaroslav/Desktop/передача фото через WhatsApp - rep-1,IMG_8639.JPG,data/real_transfer/v03/images/messenger_upload_download/rep_01/16499.jpg,cf0556d1eac77ec29205355167e85f1b9d9eb512e1ebedb4dfb28fbe54beb42c,cf0556d1eac77ec29205355167e85f1b9d9eb512e1ebedb4dfb28fbe54beb42c
64,messenger_upload_download,rep_01,rtv03_training_marker_cone_04,training_marker_cone,13638,data/raw/mini_cure_or/test/13638.jpg,/Users/yaroslav/Desktop/передача фото через WhatsApp - rep-1,IMG_8640.JPG,data/real_transfer/v03/images/messenger_upload_download/rep_01/13638.jpg,10cf557a3a5a50527afab05fdde6d86a1ad5cfd50d360cd39feb5c6636c60749,10cf557a3a5a50527afab05fdde6d86a1ad5cfd50d360cd39feb5c6636c60749
65,messenger_upload_download,rep_01,rtv03_training_marker_cone_05,training_marker_cone,14003,data/raw/mini_cure_or/test/14003.jpg,/Users/yaroslav/Desktop/передача фото через WhatsApp - rep-1,IMG_8641.JPG,data/real_transfer/v03/images/messenger_upload_download/rep_01/14003.jpg,568e14dd66d08cba7d45e9bbfefc4dcc5138398d3ca819c1280992dd064c67c2,568e14dd66d08cba7d45e9bbfefc4dcc5138398d3ca819c1280992dd064c67c2
66,messenger_upload_download,rep_01,rtv03_training_marker_cone_06,training_marker_cone,14029,data/raw/mini_cure_or/test/14029.jpg,/Users/yaroslav/Desktop/передача фото через WhatsApp - rep-1,IMG_8642.JPG,data/real_transfer/v03/images/messenger_upload_download/rep_01/14029.jpg,8eaae545a054bc2a8e5e30eabd16df4f2786259e82d5e2ec3127d72d2328bc19,8eaae545a054bc2a8e5e30eabd16df4f2786259e82d5e2ec3127d72d2328bc19
67,messenger_upload_download,rep_01,rtv03_training_marker_cone_07,training_marker_cone,14751,data/raw/mini_cure_or/test/14751.jpg,/Users/yaroslav/Desktop/передача фото через WhatsApp - rep-1,IMG_8643.JPG,data/real_transfer/v03/images/messenger_upload_download/rep_01/14751.jpg,fd26a12213a805e9a30608c04cf389fa7b70b50736d2baf63540f0db300c9d9a,fd26a12213a805e9a30608c04cf389fa7b70b50736d2baf63540f0db300c9d9a
68,messenger_upload_download,rep_01,rtv03_training_marker_cone_08,training_marker_cone,14901,data/raw/mini_cure_or/test/14901.jpg,/Users/yaroslav/Desktop/передача фото через WhatsApp - rep-1,IMG_8644.JPG,data/real_transfer/v03/images/messenger_upload_download/rep_01/14901.jpg,9d66be0aec6f562f52fe232e0e3fcf07d7f5f9e402a4f40b24369f0e826124c5,9d66be0aec6f562f52fe232e0e3fcf07d7f5f9e402a4f40b24369f0e826124c5
69,messenger_upload_download,rep_01,rtv03_training_marker_cone_09,training_marker_cone,15604,data/raw/mini_cure_or/test/15604.jpg,/Users/yaroslav/Desktop/передача фото через WhatsApp - rep-1,IMG_8645.JPG,data/real_transfer/v03/images/messenger_upload_download/rep_01/15604.jpg,48310bcce97a38b4daac6d3ef460c5994b991cbb47abded046a3508fb1a9b74a,48310bcce97a38b4daac6d3ef460c5994b991cbb47abded046a3508fb1a9b74a
70,messenger_upload_download,rep_01,rtv03_training_marker_cone_10,training_marker_cone,15877,data/raw/mini_cure_or/test/15877.jpg,/Users/yaroslav/Desktop/передача фото через WhatsApp - rep-1,IMG_8646.JPG,data/real_transfer/v03/images/messenger_upload_download/rep_01/15877.jpg,8a39c3d22030312ca80d5fcac6b7eb9e423d67d8fe96c0a8b14fe942edd633c7,8a39c3d22030312ca80d5fcac6b7eb9e423d67d8fe96c0a8b14fe942edd633c7
1,messenger_upload_download,rep_02,rtv03_baseball_03,baseball,11442,data/raw/mini_cure_or/test/11442.jpg,/Users/yaroslav/Desktop/передача фото через WhatsApp - rep-2,IMG_8647.JPG,data/real_transfer/v03/images/messenger_upload_download/rep_02/11442.jpg,302679b071dc56d56c62f1d141d692554dca10f802955bf15d6b0b68f214d2ad,302679b071dc56d56c62f1d141d692554dca10f802955bf15d6b0b68f214d2ad
2,messenger_upload_download,rep_02,rtv03_baseball_05,baseball,13590,data/raw/mini_cure_or/test/13590.jpg,/Users/yaroslav/Desktop/передача фото через WhatsApp - rep-2,IMG_8648.JPG,data/real_transfer/v03/images/messenger_upload_download/rep_02/13590.jpg,dcba46e44ee6b3141f4169e23fd89615625a297a8cd2270e4950e9fa60a49df0,dcba46e44ee6b3141f4169e23fd89615625a297a8cd2270e4950e9fa60a49df0
3,messenger_upload_download,rep_02,rtv03_baseball_06,baseball,13724,data/raw/mini_cure_or/test/13724.jpg,/Users/yaroslav/Desktop/передача фото через WhatsApp - rep-2,IMG_8649.JPG,data/real_transfer/v03/images/messenger_upload_download/rep_02/13724.jpg,8b0c07c4c5a0bd372c8719b47911948a14f76630712b6f3ed95a671e8077e2ad,8b0c07c4c5a0bd372c8719b47911948a14f76630712b6f3ed95a671e8077e2ad
4,messenger_upload_download,rep_02,rtv03_baseball_07,baseball,14773,data/raw/mini_cure_or/test/14773.jpg,/Users/yaroslav/Desktop/передача фото через WhatsApp - rep-2,IMG_8650.JPG,data/real_transfer/v03/images/messenger_upload_download/rep_02/14773.jpg,ff4d06c13a42ccdb15eb3555422fa6393cd849ea8b1bc2126b30f7fa7ff21b5f,ff4d06c13a42ccdb15eb3555422fa6393cd849ea8b1bc2126b30f7fa7ff21b5f
5,messenger_upload_download,rep_02,rtv03_baseball_08,baseball,15024,data/raw/mini_cure_or/test/15024.jpg,/Users/yaroslav/Desktop/передача фото через WhatsApp - rep-2,IMG_8651.JPG,data/real_transfer/v03/images/messenger_upload_download/rep_02/15024.jpg,24a93bd426386572281d6d8f750add85be7ef5415b99f2627468b5273e2cf97a,24a93bd426386572281d6d8f750add85be7ef5415b99f2627468b5273e2cf97a
6,messenger_upload_download,rep_02,rtv03_baseball_09,baseball,15309,data/raw/mini_cure_or/test/15309.jpg,/Users/yaroslav/Desktop/передача фото через WhatsApp - rep-2,IMG_8652.JPG,data/real_transfer/v03/images/messenger_upload_download/rep_02/15309.jpg,c349b8dd5b4734166353dae344c7b9606f8600c1037f4b638adf5f2179a99fa9,c349b8dd5b4734166353dae344c7b9606f8600c1037f4b638adf5f2179a99fa9
7,messenger_upload_download,rep_02,rtv03_baseball_10,baseball,15621,data/raw/mini_cure_or/test/15621.jpg,/Users/yaroslav/Desktop/передача фото через WhatsApp - rep-2,IMG_8653.JPG,data/real_transfer/v03/images/messenger_upload_download/rep_02/15621.jpg,65cf8e74d36bfd50e4b8e1a9b86605081e97c0c4f837820394c6b7a235afe106,65cf8e74d36bfd50e4b8e1a9b86605081e97c0c4f837820394c6b7a235afe106
8,messenger_upload_download,rep_02,rtv03_calcium_bottle_04,calcium_bottle,14220,data/raw/mini_cure_or/test/14220.jpg,/Users/yaroslav/Desktop/передача фото через WhatsApp - rep-2,IMG_8654.JPG,data/real_transfer/v03/images/messenger_upload_download/rep_02/14220.jpg,e3445fba69a20d23e6196a2b58683d65efe1182d8496aca744886bbfb0f77f14,e3445fba69a20d23e6196a2b58683d65efe1182d8496aca744886bbfb0f77f14
9,messenger_upload_download,rep_02,rtv03_calcium_bottle_05,calcium_bottle,14405,data/raw/mini_cure_or/test/14405.jpg,/Users/yaroslav/Desktop/передача фото через WhatsApp - rep-2,IMG_8655.JPG,data/real_transfer/v03/images/messenger_upload_download/rep_02/14405.jpg,1b7372c0de81dfd24e4af662d306d48c3e14f81ee9970125b6ce8042c4cc3619,1b7372c0de81dfd24e4af662d306d48c3e14f81ee9970125b6ce8042c4cc3619
10,messenger_upload_download,rep_02,rtv03_calcium_bottle_06,calcium_bottle,14978,data/raw/mini_cure_or/test/14978.jpg,/Users/yaroslav/Desktop/передача фото через WhatsApp - rep-2,IMG_8656.JPG,data/real_transfer/v03/images/messenger_upload_download/rep_02/14978.jpg,f817c3364f952da0e3afd647ac4247a4a336229477409b88c08749bb6293968d,f817c3364f952da0e3afd647ac4247a4a336229477409b88c08749bb6293968d
11,messenger_upload_download,rep_02,rtv03_calcium_bottle_07,calcium_bottle,15012,data/raw/mini_cure_or/test/15012.jpg,/Users/yaroslav/Desktop/передача фото через WhatsApp - rep-2,IMG_8657.JPG,data/real_transfer/v03/images/messenger_upload_download/rep_02/15012.jpg,be29db03bd21ae6a9320ae6532b28007b07a144a03870e492fddc279525c4c32,be29db03bd21ae6a9320ae6532b28007b07a144a03870e492fddc279525c4c32
12,messenger_upload_download,rep_02,rtv03_calcium_bottle_08,calcium_bottle,15207,data/raw/mini_cure_or/test/15207.jpg,/Users/yaroslav/Desktop/передача фото через WhatsApp - rep-2,IMG_8658.JPG,data/real_transfer/v03/images/messenger_upload_download/rep_02/15207.jpg,e44dbce800256df55e57aca197cdffd6b3d562095fc04cfffe49487861d9d476,e44dbce800256df55e57aca197cdffd6b3d562095fc04cfffe49487861d9d476
13,messenger_upload_download,rep_02,rtv03_calcium_bottle_09,calcium_bottle,15222,data/raw/mini_cure_or/test/15222.jpg,/Users/yaroslav/Desktop/передача фото через WhatsApp - rep-2,IMG_8659.JPG,data/real_transfer/v03/images/messenger_upload_download/rep_02/15222.jpg,19a0bf86dac56ba188dd5f3113ce8fa2811bb11ef797ae23eb21f78188ff6ef1,19a0bf86dac56ba188dd5f3113ce8fa2811bb11ef797ae23eb21f78188ff6ef1
14,messenger_upload_download,rep_02,rtv03_calcium_bottle_10,calcium_bottle,15381,data/raw/mini_cure_or/test/15381.jpg,/Users/yaroslav/Desktop/передача фото через WhatsApp - rep-2,IMG_8660.JPG,data/real_transfer/v03/images/messenger_upload_download/rep_02/15381.jpg,92a014cc0a5aa90f9ed60c7f9b046888fb049776877cdf2eece893baa292c5a5,92a014cc0a5aa90f9ed60c7f9b046888fb049776877cdf2eece893baa292c5a5
15,messenger_upload_download,rep_02,rtv03_canon_camera_04,canon_camera,13124,data/raw/mini_cure_or/test/13124.jpg,/Users/yaroslav/Desktop/передача фото через WhatsApp - rep-2,IMG_8661.JPG,data/real_transfer/v03/images/messenger_upload_download/rep_02/13124.jpg,bcc3ba6401a56f76ed8fca2d375ba9afa28a26b75cc298354629b3d89f825366,bcc3ba6401a56f76ed8fca2d375ba9afa28a26b75cc298354629b3d89f825366
16,messenger_upload_download,rep_02,rtv03_canon_camera_05,canon_camera,13641,data/raw/mini_cure_or/test/13641.jpg,/Users/yaroslav/Desktop/передача фото через WhatsApp - rep-2,IMG_8662.JPG,data/real_transfer/v03/images/messenger_upload_download/rep_02/13641.jpg,eba1dccd74c67993e11d48df609b444c1c415c2075306b18439ed5114403702e,eba1dccd74c67993e11d48df609b444c1c415c2075306b18439ed5114403702e
17,messenger_upload_download,rep_02,rtv03_canon_camera_06,canon_camera,13924,data/raw/mini_cure_or/test/13924.jpg,/Users/yaroslav/Desktop/передача фото через WhatsApp - rep-2,IMG_8663.JPG,data/real_transfer/v03/images/messenger_upload_download/rep_02/13924.jpg,3e80e6927af65c25d817fe85d4dc64221227f4549feee560855c294501396c6e,3e80e6927af65c25d817fe85d4dc64221227f4549feee560855c294501396c6e
18,messenger_upload_download,rep_02,rtv03_canon_camera_07,canon_camera,14484,data/raw/mini_cure_or/test/14484.jpg,/Users/yaroslav/Desktop/передача фото через WhatsApp - rep-2,IMG_8664.JPG,data/real_transfer/v03/images/messenger_upload_download/rep_02/14484.jpg,4fdcb3ffb568a0ccb6d7398857462afb42e5dd3ab31871451facf428d2830743,4fdcb3ffb568a0ccb6d7398857462afb42e5dd3ab31871451facf428d2830743
19,messenger_upload_download,rep_02,rtv03_canon_camera_08,canon_camera,15716,data/raw/mini_cure_or/test/15716.jpg,/Users/yaroslav/Desktop/передача фото через WhatsApp - rep-2,IMG_8665.JPG,data/real_transfer/v03/images/messenger_upload_download/rep_02/15716.jpg,c667d588c10d1eddc883cf8d24324741c8de68485daf7bb3ff2894d9903fa85a,c667d588c10d1eddc883cf8d24324741c8de68485daf7bb3ff2894d9903fa85a
20,messenger_upload_download,rep_02,rtv03_canon_camera_09,canon_camera,16451,data/raw/mini_cure_or/test/16451.jpg,/Users/yaroslav/Desktop/передача фото через WhatsApp - rep-2,IMG_8666.JPG,data/real_transfer/v03/images/messenger_upload_download/rep_02/16451.jpg,74b8b276cb88e8c5d8f4d8c60eafcb445537cb0535b973e32326c73b16885555,74b8b276cb88e8c5d8f4d8c60eafcb445537cb0535b973e32326c73b16885555
21,messenger_upload_download,rep_02,rtv03_canon_camera_10,canon_camera,16481,data/raw/mini_cure_or/test/16481.jpg,/Users/yaroslav/Desktop/передача фото через WhatsApp - rep-2,IMG_8667.JPG,data/real_transfer/v03/images/messenger_upload_download/rep_02/16481.jpg,e29184c1f6ac5a9efcc20a09f3e19ee19294a3484893f3b6f6dd5478d3863156,e29184c1f6ac5a9efcc20a09f3e19ee19294a3484893f3b6f6dd5478d3863156
22,messenger_upload_download,rep_02,rtv03_dymo_label_maker_04,dymo_label_maker,12706,data/raw/mini_cure_or/test/12706.jpg,/Users/yaroslav/Desktop/передача фото через WhatsApp - rep-2,IMG_8668.JPG,data/real_transfer/v03/images/messenger_upload_download/rep_02/12706.jpg,33a9226f4e6c2f9080e68f4fa7b82d1fc0adee97d4de77a3ef57547a7165353c,33a9226f4e6c2f9080e68f4fa7b82d1fc0adee97d4de77a3ef57547a7165353c
23,messenger_upload_download,rep_02,rtv03_dymo_label_maker_05,dymo_label_maker,13291,data/raw/mini_cure_or/test/13291.jpg,/Users/yaroslav/Desktop/передача фото через WhatsApp - rep-2,IMG_8669.JPG,data/real_transfer/v03/images/messenger_upload_download/rep_02/13291.jpg,a8600b2b094065fb4ea91c44af8f147687cf367ef0a3e0cc13e2a78239e3e267,a8600b2b094065fb4ea91c44af8f147687cf367ef0a3e0cc13e2a78239e3e267
24,messenger_upload_download,rep_02,rtv03_dymo_label_maker_06,dymo_label_maker,13725,data/raw/mini_cure_or/test/13725.jpg,/Users/yaroslav/Desktop/передача фото через WhatsApp - rep-2,IMG_8670.JPG,data/real_transfer/v03/images/messenger_upload_download/rep_02/13725.jpg,fa4c5b154b7357b410f98aeafbae71a15592b9348f39509eafc970cb09fc9f65,fa4c5b154b7357b410f98aeafbae71a15592b9348f39509eafc970cb09fc9f65
25,messenger_upload_download,rep_02,rtv03_dymo_label_maker_07,dymo_label_maker,14754,data/raw/mini_cure_or/test/14754.jpg,/Users/yaroslav/Desktop/передача фото через WhatsApp - rep-2,IMG_8671.JPG,data/real_transfer/v03/images/messenger_upload_download/rep_02/14754.jpg,61e1c310de600349781772023538b154de94e38bc95c516ddc113489c4d74bb3,61e1c310de600349781772023538b154de94e38bc95c516ddc113489c4d74bb3
26,messenger_upload_download,rep_02,rtv03_dymo_label_maker_08,dymo_label_maker,14836,data/raw/mini_cure_or/test/14836.jpg,/Users/yaroslav/Desktop/передача фото через WhatsApp - rep-2,IMG_8672.JPG,data/real_transfer/v03/images/messenger_upload_download/rep_02/14836.jpg,a5dd5ed45e44464203577274bd790b6ee6165d77807da3b82b479fa16352119d,a5dd5ed45e44464203577274bd790b6ee6165d77807da3b82b479fa16352119d
27,messenger_upload_download,rep_02,rtv03_dymo_label_maker_09,dymo_label_maker,15150,data/raw/mini_cure_or/test/15150.jpg,/Users/yaroslav/Desktop/передача фото через WhatsApp - rep-2,IMG_8673.JPG,data/real_transfer/v03/images/messenger_upload_download/rep_02/15150.jpg,4ac06828cde25233a2176b490de51bb8a88d489c1b7d519789aaa586ba792c67,4ac06828cde25233a2176b490de51bb8a88d489c1b7d519789aaa586ba792c67
28,messenger_upload_download,rep_02,rtv03_dymo_label_maker_10,dymo_label_maker,15409,data/raw/mini_cure_or/test/15409.jpg,/Users/yaroslav/Desktop/передача фото через WhatsApp - rep-2,IMG_8674.JPG,data/real_transfer/v03/images/messenger_upload_download/rep_02/15409.jpg,d59061c02d5aece7664a87f509a7992b6b02895d2c780a6a759ea15b00b38fdc,d59061c02d5aece7664a87f509a7992b6b02895d2c780a6a759ea15b00b38fdc
29,messenger_upload_download,rep_02,rtv03_hair_brush_02,hair_brush,11890,data/raw/mini_cure_or/test/11890.jpg,/Users/yaroslav/Desktop/передача фото через WhatsApp - rep-2,IMG_8675.JPG,data/real_transfer/v03/images/messenger_upload_download/rep_02/11890.jpg,a1c72f193c8f78717c781866ba5ca871f0b71927f2bb7e27b07ad69def3d37c1,a1c72f193c8f78717c781866ba5ca871f0b71927f2bb7e27b07ad69def3d37c1
30,messenger_upload_download,rep_02,rtv03_hair_brush_05,hair_brush,13820,data/raw/mini_cure_or/test/13820.jpg,/Users/yaroslav/Desktop/передача фото через WhatsApp - rep-2,IMG_8676.JPG,data/real_transfer/v03/images/messenger_upload_download/rep_02/13820.jpg,b04ccc3dbd5de39126175be2fb068abca2f2f400c463b51fed04d6031b145ef9,b04ccc3dbd5de39126175be2fb068abca2f2f400c463b51fed04d6031b145ef9
31,messenger_upload_download,rep_02,rtv03_hair_brush_06,hair_brush,15051,data/raw/mini_cure_or/test/15051.jpg,/Users/yaroslav/Desktop/передача фото через WhatsApp - rep-2,IMG_8677.JPG,data/real_transfer/v03/images/messenger_upload_download/rep_02/15051.jpg,b63a2f9d7f08802016040b2c18fb3294cab4f7d171c113e5707decdbe8f2ac95,b63a2f9d7f08802016040b2c18fb3294cab4f7d171c113e5707decdbe8f2ac95
32,messenger_upload_download,rep_02,rtv03_hair_brush_07,hair_brush,15162,data/raw/mini_cure_or/test/15162.jpg,/Users/yaroslav/Desktop/передача фото через WhatsApp - rep-2,IMG_8678.JPG,data/real_transfer/v03/images/messenger_upload_download/rep_02/15162.jpg,b23ece712f18a8754e4809e9fa66f14437bb78823f07dfd5dec88473bcf7c903,b23ece712f18a8754e4809e9fa66f14437bb78823f07dfd5dec88473bcf7c903
33,messenger_upload_download,rep_02,rtv03_hair_brush_08,hair_brush,15491,data/raw/mini_cure_or/test/15491.jpg,/Users/yaroslav/Desktop/передача фото через WhatsApp - rep-2,IMG_8679.JPG,data/real_transfer/v03/images/messenger_upload_download/rep_02/15491.jpg,ef96d956d015e611c64b030b4af4d57278ba70211c5baf67f560dfa1f5d3a5ca,ef96d956d015e611c64b030b4af4d57278ba70211c5baf67f560dfa1f5d3a5ca
34,messenger_upload_download,rep_02,rtv03_hair_brush_09,hair_brush,15550,data/raw/mini_cure_or/test/15550.jpg,/Users/yaroslav/Desktop/передача фото через WhatsApp - rep-2,IMG_8680.JPG,data/real_transfer/v03/images/messenger_upload_download/rep_02/15550.jpg,cc216554827f48ebba2d4c5fb8393c555f5a52cd9bd4af671fa4613d5877e212,cc216554827f48ebba2d4c5fb8393c555f5a52cd9bd4af671fa4613d5877e212
35,messenger_upload_download,rep_02,rtv03_hair_brush_10,hair_brush,15874,data/raw/mini_cure_or/test/15874.jpg,/Users/yaroslav/Desktop/передача фото через WhatsApp - rep-2,IMG_8681.JPG,data/real_transfer/v03/images/messenger_upload_download/rep_02/15874.jpg,46e3e06d2b5c2a1db6856978e9c33e705fbddbdcdc2a82a771fdd0b21ad0040c,46e3e06d2b5c2a1db6856978e9c33e705fbddbdcdc2a82a771fdd0b21ad0040c
36,messenger_upload_download,rep_02,rtv03_lg_cell_phone_03,lg_cell_phone,11291,data/raw/mini_cure_or/test/11291.jpg,/Users/yaroslav/Desktop/передача фото через WhatsApp - rep-2,IMG_8682.JPG,data/real_transfer/v03/images/messenger_upload_download/rep_02/11291.jpg,9b37b0b537d77471ba0e55e7fb2e4eccd97ea337f5a38051da78f7f1aa8ca836,9b37b0b537d77471ba0e55e7fb2e4eccd97ea337f5a38051da78f7f1aa8ca836
37,messenger_upload_download,rep_02,rtv03_lg_cell_phone_05,lg_cell_phone,12550,data/raw/mini_cure_or/test/12550.jpg,/Users/yaroslav/Desktop/передача фото через WhatsApp - rep-2,IMG_8683.JPG,data/real_transfer/v03/images/messenger_upload_download/rep_02/12550.jpg,7d26241b64f10063822de77784a9eabb4a5eaede058876b875e33a4a224c7e57,7d26241b64f10063822de77784a9eabb4a5eaede058876b875e33a4a224c7e57
38,messenger_upload_download,rep_02,rtv03_lg_cell_phone_06,lg_cell_phone,12704,data/raw/mini_cure_or/test/12704.jpg,/Users/yaroslav/Desktop/передача фото через WhatsApp - rep-2,IMG_8684.JPG,data/real_transfer/v03/images/messenger_upload_download/rep_02/12704.jpg,9e2b2b3afbc57523359ed84b246c6c1832820561ca8d77b85ec63e6a7421bad7,9e2b2b3afbc57523359ed84b246c6c1832820561ca8d77b85ec63e6a7421bad7
39,messenger_upload_download,rep_02,rtv03_lg_cell_phone_07,lg_cell_phone,13780,data/raw/mini_cure_or/test/13780.jpg,/Users/yaroslav/Desktop/передача фото через WhatsApp - rep-2,IMG_8685.JPG,data/real_transfer/v03/images/messenger_upload_download/rep_02/13780.jpg,1f2c0a9351d640900bfcb6cdc5998814e0eb1892c643eee1b85df5cc8211fc95,1f2c0a9351d640900bfcb6cdc5998814e0eb1892c643eee1b85df5cc8211fc95
40,messenger_upload_download,rep_02,rtv03_lg_cell_phone_08,lg_cell_phone,13870,data/raw/mini_cure_or/test/13870.jpg,/Users/yaroslav/Desktop/передача фото через WhatsApp - rep-2,IMG_8686.JPG,data/real_transfer/v03/images/messenger_upload_download/rep_02/13870.jpg,1f3a2159ce0050d6d15f884ee940649ca98e043dcd87fed188bfb50545cd305c,1f3a2159ce0050d6d15f884ee940649ca98e043dcd87fed188bfb50545cd305c
41,messenger_upload_download,rep_02,rtv03_lg_cell_phone_09,lg_cell_phone,13897,data/raw/mini_cure_or/test/13897.jpg,/Users/yaroslav/Desktop/передача фото через WhatsApp - rep-2,IMG_8687.JPG,data/real_transfer/v03/images/messenger_upload_download/rep_02/13897.jpg,87de225a252f19f768b82139b09c5ec6af196ac43f05ccd8675d4cf874b87244,87de225a252f19f768b82139b09c5ec6af196ac43f05ccd8675d4cf874b87244
42,messenger_upload_download,rep_02,rtv03_lg_cell_phone_10,lg_cell_phone,15164,data/raw/mini_cure_or/test/15164.jpg,/Users/yaroslav/Desktop/передача фото через WhatsApp - rep-2,IMG_8688.JPG,data/real_transfer/v03/images/messenger_upload_download/rep_02/15164.jpg,7f10a55cdda756dd6f183ebcdd66ff0908691b25b846d0bef00d8d1525d44e65,7f10a55cdda756dd6f183ebcdd66ff0908691b25b846d0bef00d8d1525d44e65
43,messenger_upload_download,rep_02,rtv03_pan_04,pan,11608,data/raw/mini_cure_or/test/11608.jpg,/Users/yaroslav/Desktop/передача фото через WhatsApp - rep-2,IMG_8689.JPG,data/real_transfer/v03/images/messenger_upload_download/rep_02/11608.jpg,0b792b25e8a0a677b131630958fd4ef50bb67bc59024e89c4ef526b8ae32116f,0b792b25e8a0a677b131630958fd4ef50bb67bc59024e89c4ef526b8ae32116f
44,messenger_upload_download,rep_02,rtv03_pan_05,pan,12582,data/raw/mini_cure_or/test/12582.jpg,/Users/yaroslav/Desktop/передача фото через WhatsApp - rep-2,IMG_8690.JPG,data/real_transfer/v03/images/messenger_upload_download/rep_02/12582.jpg,b4dd9d98ea6ea1d9b77d7a5945cb7f176ea8cdf463063f0bcaaa1e7fbbb2ecc0,b4dd9d98ea6ea1d9b77d7a5945cb7f176ea8cdf463063f0bcaaa1e7fbbb2ecc0
45,messenger_upload_download,rep_02,rtv03_pan_06,pan,12844,data/raw/mini_cure_or/test/12844.jpg,/Users/yaroslav/Desktop/передача фото через WhatsApp - rep-2,IMG_8691.JPG,data/real_transfer/v03/images/messenger_upload_download/rep_02/12844.jpg,7084147a0404f7b77fbe6222faf32a7dc5e72c327b327b84788c07eb23b1de3b,7084147a0404f7b77fbe6222faf32a7dc5e72c327b327b84788c07eb23b1de3b
46,messenger_upload_download,rep_02,rtv03_pan_07,pan,13142,data/raw/mini_cure_or/test/13142.jpg,/Users/yaroslav/Desktop/передача фото через WhatsApp - rep-2,IMG_8692.JPG,data/real_transfer/v03/images/messenger_upload_download/rep_02/13142.jpg,d7f02f6e8663f6d34710c5dbf66bf007c00ddea8e1b50465c45715ce44f93819,d7f02f6e8663f6d34710c5dbf66bf007c00ddea8e1b50465c45715ce44f93819
47,messenger_upload_download,rep_02,rtv03_pan_08,pan,14382,data/raw/mini_cure_or/test/14382.jpg,/Users/yaroslav/Desktop/передача фото через WhatsApp - rep-2,IMG_8693.JPG,data/real_transfer/v03/images/messenger_upload_download/rep_02/14382.jpg,d51a04c82ed958813fd4473ebab98f25b2980fd2981b52982bb822fb8430ac21,d51a04c82ed958813fd4473ebab98f25b2980fd2981b52982bb822fb8430ac21
48,messenger_upload_download,rep_02,rtv03_pan_09,pan,15772,data/raw/mini_cure_or/test/15772.jpg,/Users/yaroslav/Desktop/передача фото через WhatsApp - rep-2,IMG_8694.JPG,data/real_transfer/v03/images/messenger_upload_download/rep_02/15772.jpg,2748a015df48e1eb8f89aae237dcc0cc8382260db9a8c35b0547db2fffa1c875,2748a015df48e1eb8f89aae237dcc0cc8382260db9a8c35b0547db2fffa1c875
49,messenger_upload_download,rep_02,rtv03_pan_10,pan,15808,data/raw/mini_cure_or/test/15808.jpg,/Users/yaroslav/Desktop/передача фото через WhatsApp - rep-2,IMG_8695.JPG,data/real_transfer/v03/images/messenger_upload_download/rep_02/15808.jpg,c5af41a59e9ce07a333840dc4a255ee9d56462ac55ba0742b4aa714b8a712aac,c5af41a59e9ce07a333840dc4a255ee9d56462ac55ba0742b4aa714b8a712aac
50,messenger_upload_download,rep_02,rtv03_shoes_02,shoes,10854,data/raw/mini_cure_or/test/10854.jpg,/Users/yaroslav/Desktop/передача фото через WhatsApp - rep-2,IMG_8696.JPG,data/real_transfer/v03/images/messenger_upload_download/rep_02/10854.jpg,65286936780fdb016335215f206363cd9bd504f1ee75a80009c0f2d1d0e53001,65286936780fdb016335215f206363cd9bd504f1ee75a80009c0f2d1d0e53001
51,messenger_upload_download,rep_02,rtv03_shoes_04,shoes,12605,data/raw/mini_cure_or/test/12605.jpg,/Users/yaroslav/Desktop/передача фото через WhatsApp - rep-2,IMG_8697.JPG,data/real_transfer/v03/images/messenger_upload_download/rep_02/12605.jpg,aa5aed45ae0df40188b1d1121988d5322000244fe52a1c046631b92ed8f90531,aa5aed45ae0df40188b1d1121988d5322000244fe52a1c046631b92ed8f90531
52,messenger_upload_download,rep_02,rtv03_shoes_05,shoes,13037,data/raw/mini_cure_or/test/13037.jpg,/Users/yaroslav/Desktop/передача фото через WhatsApp - rep-2,IMG_8698.JPG,data/real_transfer/v03/images/messenger_upload_download/rep_02/13037.jpg,63d413f4715f4d5cadaba016a8b11e262a723db1e313d958e4790b584aef844b,63d413f4715f4d5cadaba016a8b11e262a723db1e313d958e4790b584aef844b
53,messenger_upload_download,rep_02,rtv03_shoes_07,shoes,13819,data/raw/mini_cure_or/test/13819.jpg,/Users/yaroslav/Desktop/передача фото через WhatsApp - rep-2,IMG_8699.JPG,data/real_transfer/v03/images/messenger_upload_download/rep_02/13819.jpg,8fec47d25ca3166ca07b3d0d874c17c1f5cf1597fe98c3608674392244574f9a,8fec47d25ca3166ca07b3d0d874c17c1f5cf1597fe98c3608674392244574f9a
54,messenger_upload_download,rep_02,rtv03_shoes_08,shoes,14426,data/raw/mini_cure_or/test/14426.jpg,/Users/yaroslav/Desktop/передача фото через WhatsApp - rep-2,IMG_8700.JPG,data/real_transfer/v03/images/messenger_upload_download/rep_02/14426.jpg,f6c72c44e7a4f7c6cfaa68276a903b2876a07363a3bc9f236fea4cd1029ad93e,f6c72c44e7a4f7c6cfaa68276a903b2876a07363a3bc9f236fea4cd1029ad93e
